filename,status
r1082.dat,OK
r1082t.dat,OK
r1145ms.dat,OK
r1145msf.dat,OK
r1145msm.dat,OK
r140.dat,OK
r140sm.dat,OK
rae100.dat,OK
rae101.dat,OK
rae102.dat,OK
rae103.dat,OK
rae104.dat,OK
rae2822.dat,OK
rae5212.dat,OK
rae5213.dat,OK
rae5214.dat,OK
rae5215.dat,OK
rae69ck.dat,OK
raf15.dat,OK
raf19.dat,OK
raf25.dat,OK
raf26.dat,OK
raf27.dat,OK
raf28.dat,OK
raf30.dat,OK
raf30md.dat,OK
raf31.dat,OK
raf32.dat,OK
raf32md.dat,OK
raf33.dat,OK
raf34.dat,OK
raf38.dat,OK
raf48.dat,OK
raf6.dat,OK
raf69.dat,OK
raf89.dat,OK
rc0864c.dat,OK
rc08b3.dat,OK
rc08n1.dat,OK
rc1064c.dat,OK
rc10b3.dat,OK
rc10n1.dat,OK
rc1264c.dat,OK
rc12b3.dat,OK
rc12n1.dat,OK
rc410.dat,OK
rc510.dat,OK
rcsc2.dat,OK
rg12.dat,OK
rg12a.dat,OK
rg12a189.dat,OK
rg14.dat,OK
rg1410.dat,OK
rg149.dat,OK
rg1495.dat,OK
rg14a147.dat,OK
rg15.dat,OK
rg15a111.dat,OK
rg15a213.dat,OK
rg8.dat,OK
rhodesg30.dat,OK
rhodesg32.dat,OK
rhodesg34.dat,OK
rhodesg36.dat,OK
s1010.dat,OK
s1012.dat,OK
s1014.dat,OK
s1016.dat,OK
s1020.dat,OK
s102b.dat,OK
s102s.dat,OK
s1046.dat,OK
s1048.dat,OK
s1091.dat,OK
s1210.dat,OK
s1221.dat,OK
s1223.dat,OK
s1223rtl.dat,OK
s2027.dat,OK
s2046.dat,OK
s2048.dat,OK
s2050.dat,OK
s2055.dat,OK
s2060.dat,OK
s2062.dat,OK
s2091.dat,OK
s3.dat,OK
s3002.dat,OK
s3010.dat,OK
s3014.dat,OK
s3016.dat,OK
s3021.dat,OK
s3024.dat,OK
s3025.dat,OK
s4022.dat,OK
s4053.dat,OK
s4061.dat,OK
s4062.dat,OK
s4083.dat,OK
s4094.dat,OK
s4095.dat,OK
s4096.dat,OK
s4110.dat,OK
s4158.dat,OK
s4180.dat,OK
s4233.dat,OK
s4310.dat,OK
s4320.dat,OK
s5010.dat,OK
s5020.dat,OK
s5041.dat,OK
s6061.dat,OK
s6062.dat,OK
s6063.dat,OK
s7012.dat,OK
s7055.dat,OK
s7075.dat,OK
s8023.dat,OK
s8025.dat,OK
s8035.dat,OK
s8036.dat,OK
s8037.dat,OK
s8038.dat,OK
s8052.dat,OK
s8055.dat,OK
s8064.dat,OK
s8065.dat,OK
s8066.dat,OK
s9000.dat,OK
s9026.dat,OK
s9027.dat,OK
s9032.dat,OK
s9033.dat,OK
s9037.dat,OK
s9104.dat,OK
s9104BTE.dat,OK
sa7024.dat,OK
sa7025.dat,OK
sa7026.dat,OK
sa7035.dat,OK
sa7036.dat,OK
sa7038.dat,OK
saratov.dat,OK
sc1012r8.dat,OK
sc1094r8.dat,OK
sc1095.dat,OK
sc1095r8.dat,OK
sc20010.dat,OK
sc20012.dat,OK
sc20402.dat,OK
sc20403.dat,OK
sc20404.dat,OK
sc20406.dat,OK
sc20410.dat,OK
sc20412.dat,OK
sc20414.dat,OK
sc20503.dat,OK
sc20518.dat,OK
sc20606.dat,OK
sc20610.dat,OK
sc20612.dat,OK
sc20614.dat,OK
sc20706.dat,OK
sc20710.dat,OK
sc20712.dat,OK
sc20714.dat,OK
sc21006.dat,OK
sc21010.dat,OK
sc2110.dat,OK
sd2030.dat,OK
sd2083.dat,OK
sd5060.dat,OK
sd6060.dat,OK
sd6080.dat,OK
sd7003.dat,OK
sd7032.dat,OK
sd7034.dat,OK
sd7037.dat,OK
sd7043.dat,OK
sd7062.dat,OK
sd7080.dat,OK
sd7084.dat,OK
sd7090.dat,OK
sd8000.dat,OK
sd8020.dat,OK
sd8040.dat,OK
sg6040.dat,OK
sg6041.dat,OK
sg6042.dat,OK
sg6043.dat,OK
sg6050.dat,OK
sg6051.dat,OK
sm701.dat,OK
sokolov.dat,OK
spicasm.dat,OK
sr5s-sm.dat,OK
sr5s.dat,OK
ssca07.dat,OK
ssca09.dat,OK
stcyr171.dat,OK
stcyr172.dat,OK
stcyr234.dat,OK
stcyr24.dat,OK
ste87151.dat,OK
ste87391.dat,OK
stf86361.dat,OK
strand.dat,OK
supermarine371i.dat,OK
supermarine371ii.dat,OK
tempest1.dat,OK
tempest2.dat,OK
tempest3.dat,OK
th25816.dat,OK
trainer60.dat,OK
tsagi12.dat,OK
tsagi8.dat,OK
tsagi_r3a.dat,OK
ua2-180.dat,OK
ua2-180sm.dat,OK
ua79sf18.dat,OK
ua79sff.dat,OK
ua79sfm.dat,OK
uag8814320.dat,OK
ui1720.dat,OK
ultimate.dat,OK
us1000root.dat,OK
usa22.dat,OK
usa25.dat,OK
usa26.dat,OK
usa27.dat,OK
usa27m2.dat,OK
usa28.dat,OK
usa29.dat,OK
usa31.dat,OK
usa32.dat,OK
usa33.dat,OK
usa34.dat,OK
usa35.dat,OK
usa35a.dat,OK
usa35b.dat,OK
usa40.dat,OK
usa40b.dat,OK
usa41.dat,OK
usa45.dat,OK
usa45m.dat,OK
usa46.dat,OK
usa48.dat,OK
usa49.dat,OK
usa5.dat,OK
usa50.dat,OK
usa51.dat,OK
usa98.dat,OK
usnps4.dat,OK
v13006.dat,OK
v13009.dat,OK
v23010.dat,OK
v43012.dat,OK
v43015.dat,OK
vr1.dat,OK
vr11x.dat,OK
vr12.dat,OK
vr13.dat,OK
vr14.dat,OK
vr15.dat,OK
vr5.dat,OK
vr7.dat,OK
vr7b.dat,OK
vr8.dat,OK
vr8b.dat,OK
vr9.dat,OK
w1011.dat,OK
w1015.dat,OK
waspsm.dat,OK
wb13535sm.dat,OK
wb140.dat,OK
whitcomb.dat,OK
ys900.dat,OK
ys915.dat,OK
ys920.dat,OK
ys930.dat,OK
